# Sample input file for sntools (using the `gamma` format).
# Lines starting with `#` are ignored by the script and can contain comments.
# Data must be in the following format:
#   Column 1: time (s)
#   Column 2: mean energy of nu_e (MeV)
#   Column 3: mean squared energy of nu_e (MeV^2)
#   Column 4: luminosity of nu_e (erg/s)
#   Column 5-7: like 2-4, but for anti-nu_e
#   Column 8-10: like 2-4, but for nu_x (i.e. one of nu_mu, nu_tau or their antiparticles)
# Note: nu_x luminosity in column 10 is for one neutrino type, not the sum of all four.)

# Example usage:
# $ python sntools/genevts.py fluxes/sample-gamma.txt --format gamma --starttime 110 --endtime 120 -v

# The nu_e sample data was generated using
#   time = 0.1 + 0.0005 * i + 0.00001 * (random() - 0.5))
#   mean energy = 0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15 + 0.05*random()
#   mean energy^2 = (0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15.05)**2 + 2.5*(0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15.05) + 0.5*random()
#   luminosity = -0.001*(i-50)**2 + 0.02*i + 6 + 0.01*random()
# where random() is between 0 and 1.
# Data for anti-nu_e and nu_x is arbitrary and constant.
# The line at timestamp 0.112395 was modified manually to demonstrate that sntools can deal with irregular time steps.

0.100495, 9.365880, 112.131432, 3.621560e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.101000, 9.932687, 124.460501, 3.739634e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.101497, 10.455837, 136.565295, 3.860059e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.101996, 10.948581, 148.477218, 3.965034e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.102504, 11.426063, 159.838172, 4.077827e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.102999, 11.857223, 171.140073, 4.193486e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.103502, 12.254888, 181.259087, 4.291967e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.104002, 12.607172, 191.259000, 4.401041e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.104504, 12.920674, 200.196017, 4.500071e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.105005, 13.237938, 209.000828, 4.605230e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.105496, 13.473168, 216.964099, 4.706929e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.106004, 13.758227, 224.010087, 4.801615e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.106505, 13.982061, 231.012057, 4.898194e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.107000, 14.134706, 236.800368, 4.984419e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.107505, 14.342998, 242.086382, 5.077816e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.108001, 14.491282, 246.887101, 5.165560e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.108505, 14.624124, 251.028230, 5.257117e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.109002, 14.727125, 254.378472, 5.342539e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
0.109495, 14.777029, 257.091771, 5.423909e52, 13.0, 200.0, 6e52, 15.0, 260.0, 4e52
