# Sample input file for sntools.
# Lines starting with `#` are ignored by the script and can contain comments.
# Data must be in the format
#   time (s), mean energy (MeV), mean squared energy (MeV^2), luminosity (erg/s)
# with one entry per line.

# Example usage:
# $ python ibd.py -i sample-in.txt -v --starttime=0.11 --endtime=0.115

# This sample file was generated from:
# time = 0.1 + 0.0005 * i + 0.00001 * (random() - 0.5))
# mean energy = 0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15 + 0.05*random()
# mean energy^2 = (0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15.05)**2 + 2.5*(0.0002*(i-25)**3 - 0.005*(i-25)**2 + 15.05) + 0.5*random()
# luminosity = -0.001*(i-50)**2 + 0.02*i + 6 + 0.01*random()
# ... where random() is numpy.random.random()
# The line at timestamp 0.112395 was modified manually to demonstrate that sntools can deal with irregular time steps.

0.100495, 9.365880, 112.131432, 3.621560E52
0.101000, 9.932687, 124.460501, 3.739634E52
0.101497, 10.455837, 136.565295, 3.860059E52
0.101996, 10.948581, 148.477218, 3.965034E52
0.102504, 11.426063, 159.838172, 4.077827E52
0.102999, 11.857223, 171.140073, 4.193486E52
0.103502, 12.254888, 181.259087, 4.291967E52
0.104002, 12.607172, 191.259000, 4.401041E52
0.104504, 12.920674, 200.196017, 4.500071E52
0.105005, 13.237938, 209.000828, 4.605230E52
0.105496, 13.473168, 216.964099, 4.706929E52
0.106004, 13.758227, 224.010087, 4.801615E52
0.106505, 13.982061, 231.012057, 4.898194E52
0.107000, 14.134706, 236.800368, 4.984419E52
0.107505, 14.342998, 242.086382, 5.077816E52
0.108001, 14.491282, 246.887101, 5.165560E52
0.108505, 14.624124, 251.028230, 5.257117E52
0.109002, 14.727125, 254.378472, 5.342539E52
0.109495, 14.777029, 257.091771, 5.423909E52
0.110005, 14.894545, 259.431527, 5.505777E52
0.110504, 14.942679, 261.243736, 5.579525E52
0.111003, 14.958615, 262.955423, 5.660247E52
0.111500, 15.008574, 263.805290, 5.734767E52
0.112395, 15.041213, 264.212014, 5.844131E52
0.112499, 15.049348, 264.474884, 5.877156E52
0.113004, 15.019094, 264.102389, 5.945120E52
0.113503, 15.011572, 263.533257, 6.012181E52
0.114002, 14.978263, 263.044655, 6.077297E52
0.114501, 14.946789, 262.405872, 6.142687E52
0.114999, 14.905542, 261.051282, 6.203967E52
0.115499, 14.907640, 259.745554, 6.265540E52
0.116001, 14.829881, 258.587010, 6.324924E52
0.116500, 14.804694, 257.216178, 6.378566E52
0.116999, 14.789227, 255.982567, 6.432681E52
0.117498, 14.743895, 254.443994, 6.481913E52
0.118003, 14.695998, 253.209809, 6.529505E52
0.118503, 14.654838, 252.526695, 6.578147E52
0.118999, 14.626301, 251.157864, 6.617898E52
0.119501, 14.578744, 250.393606, 6.663449E52
0.119995, 14.560555, 250.091172, 6.703273E52
0.120499, 14.540631, 249.567564, 6.746378E52
0.121000, 14.550811, 249.336708, 6.783305E52
0.121501, 14.594576, 249.962488, 6.816004E52
0.121999, 14.603035, 250.309215, 6.847382E52
0.122502, 14.605242, 251.302978, 6.884075E52
0.123002, 14.690073, 253.235101, 6.909267E52
0.123500, 14.739791, 255.220465, 6.932912E52
0.123996, 14.793272, 257.670009, 6.964450E52
0.124500, 14.914840, 260.838986, 6.985782E52
0.125002, 15.049121, 264.154734, 7.003166E52
